filename,class,content_hash,split,duplicate_count
1ddfe350879837a569a4dc3c4a8aad07b0894e57aff90f0f3e4d80b47ff818dc_big_gallery.jpeg,Astrocitoma T1,c7914cb3ebe15c56ea71ecf2d556cf8acfd0e956bd9f35273473babdb97c32f6,train,1
343bbb51396951ea6021ff613bb554_big_gallery.jpeg,Astrocitoma T1,68deb5ccd45e24e0b324d161f5ebea63d449e20a6f8ee0d2191541c4e75f2091,train,1
astro_infraT (26).jpeg,Astrocitoma T1,d6b6b7d1ba66758a8af37f092e5dbb0ddc2ded30781b09bd6e9be46706547a91,train,1
943644f925eb30ee075c4169e61052_big_gallery.jpg,Astrocitoma T1,c3173ed0851259b782bfe14353f81c098b187692c24c07e091340fa0f0510c65,train,1
astro_infraT (5).jpg,Astrocitoma T1,6ae171be1d09a974f8bb3c9c42ec886917188cc6e93041e59a72a2878f1d62b0,train,1
2b3807ee746d48e1ef3e694198c6eb19c41303f767b0da46365c6812911a17ed_big_gallery.jpeg,Astrocitoma T1,d1faeae7a2b89bcdd76f37a0ee54122c41e82f20f68fb8d0dfb2b475114e8695,train,1
3df00c7203fa635752f31754393349b8c3be8bdf571b3665f41ec95de9d6e9aa_big_gallery.jpeg,Astrocitoma T1,d53b93d99f0f80f14a9fda20975bb6b972d31026876c9ca83c30dc798df6f4e3,train,1
2022-06-08 14_09_10-Window.jpg,Astrocitoma T1,2490cb28f23e7154aca05566ea22599551b59ed34a715355ab6d3f93ae553339,train,1
2022-06-07 13_30_03-Window.jpg,Astrocitoma T1,150a1946f08a9f6c6b8a3b6cfa48b51c28b615a77c02f58b07bb95a1ac37dd8a,train,1
astro_infraT (28).jpeg,Astrocitoma T1,8a8c09d6aa5bbf0691680cbb821371b9b2c14f4945e1d11ab95681613b7e5d7d,train,1
astro_infraT (8).jpg,Astrocitoma T1,afc4722ec286ea2b3559b36e0f4be917089d087d75fcd66630081b749f5471fa,train,1
38f5c37719017868f47cd23babddb5_big_gallery.jpg,Astrocitoma T1,2bc3091b3a96523160c39f79727dae28bc31502cf137cab0e6ced8cbe9e35531,train,1
005_big_gallery.jpeg,Astrocitoma T1,510e364d9bad290324367e7fbf8d4c9040a45f784a27949a8a459429e6df9499,train,1
ff029a6f1a75ca2da2d9369d65e111_big_gallery.jpeg,Astrocitoma T1,ad9522687a98effede2bf8fb18cfe60bbae6e9a54a3b0389dc4c958fb4196838,train,1
astro_infraT (8).jpeg,Astrocitoma T1,a51d6ed8d334c2ed11f0bb7755769c9fcd5ec453104c5885aa13eaae3e3ad0a8,train,1
8d915e2bda593325d7dc7a303e26d9b73ca545cca093e8285f7bb342de82d846_big_gallery.jpeg,Astrocitoma T1,53a49724793c3021d7d57f3fc619fe99c9008d7c4169c26d7f8690f58cb02171,train,1
49fedd0b4aadf0c647db73e8597b6af95730f86509b373b8f9a8c1852d213d89_big_gallery.jpeg,Astrocitoma T1,c0d087f2dc53067970f28e5b2713d46173c754a4457fb5d271cc4e2cec27d759,train,1
astro_infraT (23).jpeg,Astrocitoma T1,3e252c0345cc54e2f571251f48c00617ce472548f6256060f18d73ee3b1a5ba2,train,1
8ce467b5cf167e2a955a6513b9c4a0_big_gallery.jpeg,Astrocitoma T1,9723bd7b5261defdd50f521127a3d99fcdb008238b09b39135f51203d3babdfd,train,1
21f6536be916e9421c67b843b97a4c_big_gallery.jpeg,Astrocitoma T1,daa545efeb63421f09d33f07b3fb1a9f5f31298f4696bf1bb7f9d942c276d000,train,1
4dcde8c418d6ce337020b17fc9bd1452378e62208ff2b7dbc39d486a36829bd4_big_gallery.jpeg,Astrocitoma T1,cd9df06675f5f08978aeff41b8bd8bc7ebd14a8be76ea49bf089af5bd23b65dc,train,1
efedbc88b26b2c80da45d90ec2ea51_big_gallery.jpeg,Astrocitoma T1,db539ff93be4abb430d060e28e049a36183a65a92ba8d9e6d589aa80ae6e142e,train,1
73b16a482cc4803943c2a2e56665ea_big_gallery.jpeg,Astrocitoma T1,17cfcd6dd0788c6a69c010468e9f8f31260a72afb883224b01afb804851bd57a,train,1
astro_infraT (9).jpg,Astrocitoma T1,19b066140aba3ee22f469ad89148577e611d2d05ac12946887fc816d3cb03f23,train,1
astro_infraT (22).jpeg,Astrocitoma T1,31fc2827fc41cfbf3626d98723f7552742943ecda6597875905881844955e7c3,train,1
02df132a56dfb89ece42ee8d195a16_big_gallery.jpeg,Astrocitoma T1,9d2031215e57993ce7d101c0d894bbf0f273f983bdd0dea02e51b6a44fc52ac4,train,1
astro_infraT (27).jpeg,Astrocitoma T1,f3557635aabf520adf4fcb3269b4bb7d0b6c9284f13409846fba0febc83047a7,train,1
b803759b78a21991ea394ee1f79b5b_big_gallery.jpeg,Astrocitoma T1,061197abafba41a6d9a9b5ec0231ed965d29233da3570324be5006e0121cafba,train,1
2022-06-08 14_08_52-Window.jpg,Astrocitoma T1,6bb30ef3be965c3d6642cfa426210ef5cc616b05025a41baa9c36c8e635d9f33,train,1
ff6d1d923139cf674892deeb97b550_big_gallery.jpeg,Astrocitoma T1,368a61725d9397f9ba4af376ca1437f39efaa05cfdbb3f3e66eea51930a2995c,train,1
1e954d53fb29f566bd2139bd7ab62c_big_gallery.jpeg,Astrocitoma T1,06cd79f57eb272a7dbafedf152c11d5df699d22a7c3d60bb3af86d8e0e8df50f,train,1
b45200459413791ec2532e78108c17_big_gallery.jpeg,Astrocitoma T1,12e82a99167985d5794e5e328ab32036096ec255bef6a1477eb24503fca8ca39,train,1
2022-06-08 14_08_17-Window.jpg,Astrocitoma T1,c32207e81a50b8c3f844361c30128861a307e2a200f85ec6f5e0b69b3b95d6cc,train,1
ec69eaa2f63552270ac8dd2e028e88_big_gallery.jpeg,Astrocitoma T1,7c9bda5cd3fe18eed77b81e45b3978991d7ae65d2bac873dcedc8ff1a175cc30,train,1
ae69e7f2ddfaffeaefae370665e55df2d62eb1309ba41bb60c277d4ee277c864_big_gallery.jpeg,Astrocitoma T1,0328194f56bb991dc14630cde37ca8c7e33189ba09e332c74b93703cff2839f1,train,1
astro_infraT (16).jpeg,Astrocitoma T1,fd3253f6b66748473905dd8721803dbb640a1d40c988debcbca1a6e45c485cff,train,2
5ae77565c80ab37342ee78017d3562_big_gallery.jpeg,Astrocitoma T1,613ac68f7a274f1b2a77f40ef5183e0420c3096cc22ec37eff119e3b1b553130,train,1
2022-06-07 13_30_00-Window.jpg,Astrocitoma T1,c41db06acd40d3ec434b7ef44f486405b161dbf798f7e343ff4e6ce374fe55a4,train,1
8754ae84fef8a6f3fca75fbf627ac866059c7b93516bbdd56d3fe69e93151796_big_gallery.jpeg,Astrocitoma T1,0b085ad10c2076301b44d759133e7d86912c24afe1871d61fc4f7d39c593a7fa,train,1
astro_infraT (13).jpg,Astrocitoma T1,fc7bbfd8f0a91afc29edce7955d8acb3c4ae083f56b7c227d1423276ef86b1fc,train,1
astro_infraT (11).jpeg,Astrocitoma T1,73362668c67864d31556306237d69b47f1ef77530df55a8fcb07164284761f65,train,1
2022-06-07 13_29_56-Window.jpg,Astrocitoma T1,933a1e2b431b044dde5ea47aa2826352e0108ee1f86320853a513b350ec52157,train,1
astro_infraT (3).jpeg,Astrocitoma T1,eceb0bbf770fc345e3be2220e0ceab1b0d88992679bbd2e1c8feff0357bad30e,train,1
2022-06-08 14_08_58-Window.jpg,Astrocitoma T1,a4b5f57ee881d54db8dc887108af99d58ccac20735478125e6bc10f3a6c5ffcb,train,1
2022-06-07 13_30_06-Window.jpg,Astrocitoma T1,b014021c9e187ec4f10592aa24c36ea581ba665fa0465ac6e1774d22d370f2a8,train,1
astro_infraT (13).jpeg,Astrocitoma T1,e7cdb57a57a5f0f1e49930e8eb8bb753cdde3e88908778e855b873700ce717d9,train,2
fa4a29a7a1df280fa6e7aa5a0ad065_big_gallery.jpeg,Astrocitoma T1,83cdb030777332e6df1f5dbb9664241f89dcdbb8d01c770c35b7a6503c75434f,train,1
63c2d3f0bc294a647794429bb8bd54_big_gallery.jpeg,Astrocitoma T1,539aac5508f0aab20006fc5b9293c9fe133b7732d019bca32c63ddb5a8718684,train,1
astro_infraT (4).jpg,Astrocitoma T1,d79118218ecc70cd27d8863d3ca01837f4fbc335da22d5dc3c602021afd68e04,train,1
8ce0ceb4f5d67644463a8c5446a736_big_gallery.jpeg,Astrocitoma T1,7bed208c20187d282b90bddfb1a2bea03d43dbbb16d67eb01bef56cff3eca3f5,train,1
2022-06-08 14_08_27-Window.jpg,Astrocitoma T1,fdaefee825782f54ad171a43fb21121d1c8eb36a01163b1aad3471de35f19986,train,1
e5453c06a42a63726edd1a9e069c56_big_gallery.jpeg,Astrocitoma T1,e9dcd8dcc06ed942a23e8094f73ecf55e53d8db4816f7fd2ee7c3d39021ff5b7,train,1
ac993875b9ff6a14aaa1b0bc7a7cef_big_gallery.jpeg,Astrocitoma T1,ec96fa1f937b4a6b0ad1d9b9d82ac4fdc4d8155c7f40a441bcfb63d10b7e8a46,train,1
479832d4a971ef368b4fdc24ab0c46_big_gallery.jpeg,Astrocitoma T1,752f22b31b64963ab6553c8cd5d3a37ff87fe56b1c9c79a9c7c46a64fc9eca1d,train,1
d0b3cbd885fa157b6f1786516874d99b156e0a9dcff8dbe93d3e81d05b4b6230_big_gallery.jpeg,Astrocitoma T1,199759b4a0348762a39ff74d27ee497a746a09ba0324ff42316b07c916742ba3,train,1
044d8d9984902ca03e652a6f042c57_big_gallery.jpeg,Astrocitoma T1,47c1d49b599c7223e8dcaf644e9e44642f63e787f625b0ec2db5220b3d51893a,train,1
e8fe333675743676ac8a1fa2c92f809c4cda4dd29dce7016166e84f632a82f13_big_gallery.jpeg,Astrocitoma T1,cfbe4f59fbc76ce3d8e57e8efe8ec82d65f90c6c62ebc1e12e1adfe90eea0ce4,train,1
f836ab84f54f63e69cc2b9e73c48fd9c1dc7efcf2dbca61d26a2cb72196a4662_big_gallery.jpeg,Astrocitoma T1,c0fff305febbd2ac74c40a03fa49ef5b8b3913c5c068e7bc0aa30173cab01f03,train,1
27e41019c9b6fcea84c7cd6c3b084a_big_gallery.jpeg,Astrocitoma T1,8c59fcfed58eba076dbdba491185d592842ea4b8871204d21e2eaab78c8a2dea,train,1
IMG-0008-00012_big_gallery.jpeg,Astrocitoma T1,ca8e231a84f4abcf2d39fbd2b9256324f9166fbf05f7eeaa513755d3cd84b4f5,train,1
c0bcfcad2d83661c11d9a537cbbccf_big_gallery.jpeg,Astrocitoma T1,06e9b2920abfee7fd7e6d9f1b2dc857821049acd09cbb837ed279792f1268028,train,1
af2f1d6497d150ad7655f2828abba7_big_gallery.jpeg,Astrocitoma T1,020bcef7b765d9c4cf99bd8482913c3d41dc5d5a8c3e29195d8b9cf6df267b3f,train,1
astro_infraT (1).jpeg,Astrocitoma T1,25842b7f6077534faba455b54baeed09cacf72cea6fecb3eef0ae1abccda4e73,train,1
astro_infraT (14).jpeg,Astrocitoma T1,7c9565ebdac3ebab25df210bc5ec38450d4d6cb87ff37ebabd29db64b326a40e,train,1
f1f6b08cf4b29a76414ae74fd4d67d_big_gallery.jpeg,Astrocitoma T1,ec3bc943f14082684f17164283a62b8f99954d978f7d2a29b3bdc60facfc3b4c,train,1
astro_infraT (11).jpg,Astrocitoma T1,195a9a0cd976944a7d45ab674ac4181c6dd91989df691494b635be25c197f262,train,1
astro_infraT (6).jpeg,Astrocitoma T1,54ff3303c64edde229b6e9004753879d63796f69df829c8bb423d654801308c1,train,1
7193356b9c1be218b7e77f31ca9278_big_gallery.jpeg,Astrocitoma T1,413831b312fc6f1aee91ddf6d0a43930503f7182d6c74d0c03eb18bf58266aca,train,1
2022-06-07 13_30_21-Window.jpg,Astrocitoma T1,76db08c7386c14a6effc3f6ecf98b2e66072fd13bd3429b9fb42621caaeb99b0,train,1
astro_infraT (12).jpg,Astrocitoma T1,95de93d5c78a386418226d64de9782def32cbbe977f7cae161ede10bfd761114,train,1
9410051bb6b9ed4bfaa291281bea3c_big_gallery.jpeg,Astrocitoma T1,c66b52b7b1933ad1e4624e7262f7b1c8c123f754e901b52e6940dc2b50f1a998,train,1
18e851456478d638929d5109489574_big_gallery.jpeg,Astrocitoma T1,9c236f682ee29b0dce09e0e7a067816e64c32e835c2259c61c1e299b0d6b7955,train,1
9cc218d5512886b25e83c2b496f8c3_big_gallery.jpeg,Astrocitoma T1,83d128875c9ca4da5a109f3ce09bce0243de7c44e6bab910f1f17b28a14f0e79,train,1
c1e786324abadd7bbeaf5ffb0a975a_big_gallery.jpg,Astrocitoma T1,8aedda43255feeaa2779d2c140396d7caa805e18211960bd9a340c2b12606e8e,train,1
aaea4b69bb7433832921aca8f50ac72132e16cec884beef59c9dda3403205515_big_gallery.jpeg,Astrocitoma T1,2fb0dc24edf91b14568bd448692bb214a531d75fdd7e4adc44a9870b24f2e921,train,1
2022-06-08 14_09_02-Window.jpg,Astrocitoma T1,ebafde10f3686225c0c7920671c69aa8d21fbfec25cdc90379801f022ff38d10,train,1
9eee2a4a464cd008d25868cc48106c_big_gallery.jpeg,Astrocitoma T1,138492ee51d4c1902c449ef82bb4ff1f5b94b70858b491e2a74b3bb591318d95,train,1
b74bb1db0477ca61b8b626226503cf_big_gallery.jpg,Astrocitoma T1,affff2b6045432afe8c725305cdd071dfde983c7bf74fa32fbbb223899b74618,train,1
3a5be5d34a857fe9a4ce1e7dc03779_big_gallery.jpeg,Astrocitoma T1,49e4f1cac5493705c1e1e90f5423ec0ba4a7633ecbb3c71d877a7f8fff62c36e,train,1
3cb4d3297725622308b79ef3cae91a_big_gallery.jpeg,Astrocitoma T1,9f920e1dcd90f6763f1a101c2c5ef67a42e22a8eb2aadfc93b18b599f403180f,train,1
2022-06-07 13_30_15-Window.jpg,Astrocitoma T1,67a3f7641397eb531ec8299023eb21120e8af2947c5c2a6fc22282641f7eb655,train,1
astro_infraT (25).jpeg,Astrocitoma T1,61b4e88de3368e90881a4306badac7cf7b6a59621011dbd15804575e4bf57f99,train,1
9c7027b23e3bfd288ada0ec4d6d33d4f92af26ebeeafd69d5f263911289056b2_big_gallery.jpeg,Astrocitoma T1,6036581aed5abe31cb1542b30061bbdba9cd78205b70b492cc3d686f09c78dff,train,1
56920d2bec52cfe05f248857120d54_big_gallery.jpeg,Astrocitoma T1,dfcb239555003284264b61398dcd2d1d640ec3f8a6fa08348f3882c520415e87,train,1
fe1ede04685795655bce5f9a3996cb_big_gallery.jpeg,Astrocitoma T1,6522ee37ab2071f16ca9c2a2a33d87fe8c438a2facf1d87f20a6e637869e5b55,train,1
3cd4a51d96453d0da7065ed5f6f8041c3a11b1d3ad04784c6b5d8b95c02e3f07_big_gallery.jpeg,Astrocitoma T1,3300102018e84113106203b4d60bf8d1bb980a83393afa12e463f60eaaa48445,train,1
1d0f25e228a7078503a9f0c97ea738c5eed46c3de3dc3215b60c8add9aa77a62_big_gallery.jpeg,Astrocitoma T1,75107c89dd2fc9d1ae001d1fec3f1be21036c25064ad163a5646eaaaf70646b6,train,1
astro_infraT (18).jpeg,Astrocitoma T1,3f8a43ae02509df86e4de83831f4594b5f641cd77c45f34a948a5160bfa7e7df,train,2
astro_infraT (5).jpeg,Astrocitoma T1,62189f6d3d5b764b29b3d2d4ff0933e9184df52b382604b1fe1e5812b6589c44,train,1
astro_infraT (4).jpeg,Astrocitoma T1,d14ee0018316a87615ff2c872487014a8bf3a914582346fb1963d18057a051c0,train,1
astro_infraT (10).jpg,Astrocitoma T1,f329be184ee1acc248fda0f65a70dcfcc7f699ac4e3b2ceaeebfc3d9887ea963,train,1
2022-06-08 14_08_37-Window.jpg,Astrocitoma T1,c0de0e504af842ce536b303c2b7bba07e93d7285ae8c6645ea5c49308daf272c,train,1
9d6beb444f3e559a886d06a5d84bc8_big_gallery.jpeg,Astrocitoma T1,f763b1225d6757291ab38a3ed0cbb604fe8777e9e611603dcdea63ad766e688f,train,1
05899aa824a60c863097d3c9105009c18e25246abea155839c216ceab0273a18_big_gallery.jpeg,Astrocitoma T1,6f3214c1fc4540f746de17d76e9281341a7e2e79d95d1cc0bfa8e42d09f59f0c,train,1
f8e362fc4e466f29dec486110115d6c2b432bab9a59c507926bf5fef1c5ac2cf_big_gallery.jpeg,Astrocitoma T1,962533bcfce22251b762bf7ca89d7cd3f8c43cc04134ceb683b6653261085346,train,1
ab53f8d054f855aa740b38b473a963_big_gallery.jpeg,Astrocitoma T1,2c13cc8b456ffa7f1a69eff224cf778159a1f71533a396e927c2160f1f35dc32,train,1
b1dfd61cc8b1731e0978c20f1564f6_big_gallery.jpeg,Astrocitoma T1,6e08f116a841f977dfa09fc91eb2e09b9b10f38ff17c8c33ca557bae6de5f778,train,1
8ac59f9287fb07a2c11ebee729c163_big_gallery.jpg,Astrocitoma T1,70f73a268bec20ae6e4e6362696acbd8141d0d3b363dd1f6587b74fdac00c590,train,1
3b964803d1f2f56863ed34328867ef6c048592cbad014c82c6ff128deabedf64_big_gallery.jpeg,Astrocitoma T1,505a5ac4ca1af7fef2ccf292675f51acac369b535408d8a130a5690891869d72,train,1
astro_infraT (17).jpeg,Astrocitoma T1,8bc99216cf438df610a8c71ace16dd38bdcd75453dc4d44c25ecd2187c4003ce,train,1
astro_infraT (2).jpg,Astrocitoma T1,113edccf36f340ac24609e9ccc12d770fb7f3279f3dc2c8c114c6751c634162b,val,1
97d594672e80a8aac46b1046de2474_big_gallery.jpeg,Astrocitoma T1,17eb182feed215c0659285061c3e574d7e2e86d4bd0d86464a92fc53c57d5cca,val,1
9b349b50dfc6d6db5f93d2f07317112c06fd8edbb2ff64f1dc752860635e98e5_big_gallery.jpeg,Astrocitoma T1,aea3803a090314c9e1ac4495d4398827a87c47ad01851f623ec219e466bfa83a,val,1
astro_infraT (14).jpg,Astrocitoma T1,65f4ef210873a2b82c0f6f6b72991d2205cf1810584cf3bfb748746666e6a8e2,val,1
2161eeaf58985bd91252cb8a2cd662_big_gallery.jpeg,Astrocitoma T1,4b3108ec56ca496d50e93a68745521cedc4b222763f54ee17315470a92641f42,val,1
IMG-0008-00010_big_gallery.jpeg,Astrocitoma T1,bcbf406766953be09e54665966efccd28c56ad9f123bb5943fe790314b188ade,val,1
1b829d504373126112d3a30ca488a6_big_gallery.jpeg,Astrocitoma T1,0e093687254a556bc794a9979814b88c5e541e4c9d89a648046c4ed941c148ab,val,1
astro_infraT (1).jpg,Astrocitoma T1,e1dfa864b28490c7d65751c534213c180e36e7ba8247cbb7bff23fc8c780e28c,val,1
2022-06-08 14_08_48-Window.jpg,Astrocitoma T1,a7ac91d52d0d11adf4f2f606d872948c8e3d36b299cc4c6da784e1d3a1596e9b,val,1
astro_infraT (24).jpeg,Astrocitoma T1,a60e2127c13badf8fadb88047f3740b0812aa4ed907b6a49fcb02350c32fc369,val,1
1c0238417532d40ffca1c260427b39_big_gallery.jpeg,Astrocitoma T1,ae395e649af066c3ba8a5581a423c1e61cdaa641187abcc5cd1fad2afbda2e67,val,1
6bbe3a2a8f2dc72c73bca7f43af0e1_big_gallery.jpg,Astrocitoma T1,6bee80cd08dec6dea8a4122917f9813c76371f77cf846b5e2c33a069f97b540b,val,1
a6b11564f1e8d13fe13d7e940b87c9888398b9e0fe725a9d6624e46dfe18d929_big_gallery.jpeg,Astrocitoma T1,e0a3656195718ae75ba8c0b5853697c7531d3f8f5b6285718863cc7533a0aa56,val,1
ab79c8df3e061b384fed723673e83cad4445bfd967934ce9e2a8a9e611dc504c_big_gallery.jpeg,Astrocitoma T1,9bca124d7833058f485f120d62021f763cb50acbf9b90e844ab4aeb2d7a0367e,val,1
2022-06-08 14_08_13-Window.jpg,Astrocitoma T1,cd16799d812f237ce6b471f15a2df1ea167fbae1e0acb485203ab04c81fc9004,val,1
astro_infraT (10).jpeg,Astrocitoma T1,2ff549497aee69d06a0b279b39ee3de851991b53a9de90f4edcf92ff841c8723,val,2
f3b0ffe65706f3c0d9312ef8b85f26_big_gallery.jpeg,Astrocitoma T1,0b8f5021e4f7724ef5e7af33dc22e88827ec372216e9f33c67f09f7d38b3315d,val,1
fe14d86f1fa361c2c812a92560fe46_big_gallery.jpg,Astrocitoma T1,9fdb0af596b4c0680246e0ccc9fb32dc30b16961bfe0e1c3da25dcac5ef6a4b7,val,1
a1145db983858608e00bac78448b927cd07dfb7d5fdf8be68d7d7bbe37bf0df1_big_gallery.jpeg,Astrocitoma T1,6efe88ed2616f2f2262f76349e7549f15c36650318ae784f2c7ae65d037bdc20,val,1
f3793537c40bdde9b0e1bd82bb194e_big_gallery.jpeg,Astrocitoma T1,9913d2e862c4ca8155ce8bc56166e85e481ee9f7a9c04607843251d61d50f044,val,1
23ca86706b1bf7e09a06a53425b5987d04ce13e971dcfe3a78fe595444524ef2_big_gallery.jpeg,Astrocitoma T1,91d81bbc88d8ac226486697b785e549c6588951443a5424a8d02f4b8bb575eee,val,1
da4b5a7eaa32abcceb757ca85597c3b4d0adc63584d214e4721ed2e7c8154082_big_gallery.jpeg,Astrocitoma T1,9a55a673126b4c50b6ec5597292560d9ca64fb3d9502d4e004fb9b376ddd3fca,val,1
a1b8fc68b13528c5ca99054d07ec52_big_gallery.jpeg,Astrocitoma T1,e62eaf027e1e4c18a8c52da8652ac79c77defe9d85a1e54e240e451a1fd95e2e,val,1
fa1e1dcca3fed9e2948c3fcf24166685c9efd1646a427c20f6910a01d288b0ec_big_gallery.jpeg,Astrocitoma T1,057074066009bbdf29db2e0f5747dec2a05d34f248f25a9d866e1c3e277fe9ef,val,1
2585d4f77e807d071b1eda4c9c2efd_big_gallery.jpg,Astrocitoma T1,ef58721461d830ce9a7042aed83ff65bdc1eafc9beaa21ef4011b3ad6def27fb,val,1
006_big_gallery.jpeg,Astrocitoma T1,5ff42f868df2a67bd85aebd152a53a05ad1820e17907091d15a871cb8f2cd9f9,test,1
7bc081f4ac46e4b417377320f7a81c_big_gallery.jpg,Astrocitoma T1,9852346b2bec8a74e909f60e80c0b0051d778d40fd030b0d39acbf3644ad7914,test,1
astro_infraT (21).jpeg,Astrocitoma T1,0c0115f5f162edd97e5abb5c8b8d32a607017ec0cae796fec73da7f09ec0cb15,test,1
4ecafa2fbbc3779d0bcee7405fd525_big_gallery.jpeg,Astrocitoma T1,4a50c313c26bbea02627fd3d636006808be6b4321cebd53ab4a120350870de83,test,1
astro_infraT (15).jpeg,Astrocitoma T1,166e2f869e8a41b9acf59d9ad8c7b5be53ea42b050f7d90fb1981fdb0d85781c,test,1
IMG-0008-00013_big_gallery.jpeg,Astrocitoma T1,fab19652f8fdb3f3744ba1f7dcd77af812fb957a7f2cd8dc55fa0d08df080850,test,1
3f973d50f0905577f557158b298419_big_gallery.jpeg,Astrocitoma T1,e165e01dc95a8a8fe3af00f679da1a8fe77598f59f7e5b682f4fc2afe50c0000,test,1
c5225ae3c0e2494a42a5c4f80ba828135f8308ff59584d2ae479484c0027f52a_big_gallery.jpeg,Astrocitoma T1,ce035a56d6bb74e97cdcf054f0b03d67c8282834a8fd70a8fd8651bcec257e96,test,1
IMG-0008-00011_big_gallery.jpeg,Astrocitoma T1,e7ce94c0000e494f4aeaba33fc9f15027f35f325ad6eaae785ba340bfbaf9f0f,test,1
astro_infraT (6).jpg,Astrocitoma T1,ca3ce7a254d469f26887f178dedea4cfb81ea678f40a9ba4385225ead0c81500,test,1
591334e34402b7e2a4b6ecc917d882_big_gallery.jpeg,Astrocitoma T1,ce9979eee96262c02c11be05d664edeb5030307cb41dc298f60327efd60dd39c,test,1
4de07801000419b485f051ac145b40492455f7c1dacf5d5e16aaef9b9ad7aba9_big_gallery.jpeg,Astrocitoma T1,c3e97e2de0a75b46945552684b98eb5700a9592c544f5f95daed561a638ac997,test,1
2022-06-08 14_08_08-Window.jpg,Astrocitoma T1,afb0a8be0ccc5c1178dcbec19545c62312b62e29850729e04a5f006ea15ff12b,test,1
0fbe78c3db179f94296e3b3d8c05fb_big_gallery.jpeg,Astrocitoma T1,0be5f7f9f469c4b3566d6f4c1d4713e8023dd8cc112b068f401092ead04fd6df,test,1
1492ae4325c115eccae71ebb3e995907dbef123dfd9ed8a32d7f8a64bb03115b_big_gallery.jpeg,Astrocitoma T1,f8a2197db7dd103a4f38756d286ce1bf0142e2083658e5daeae8e27b627ffcdd,test,1
